subject,trial,code,speaker,targetphrase,counterbalance,effort_rating
LE15,55,EXP_36,ALS,had eaten junk and train,2,7
LE15,56,EXP_11,ALS,attend the trend success,2,4
LE15,57,EXP_10,Control,attack became concerned,2,1
LE15,58,EXP_77,Control,transcend almost betrayed,2,1
LE15,59,EXP_66,ALS,secure but lease apart,2,4
LE15,60,EXP_56,Control,pooling pill or cattle,2,1
LE15,61,EXP_60,ALS,resting older earring,2,2
LE15,62,EXP_29,ALS,divide across retreat,2,1
LE15,63,EXP_54,ALS,perceive sustained supplies,2,2
LE15,64,EXP_55,Control,pick a chain for action,2,1
LE15,65,EXP_21,Control,commit such used advice,2,1
LE15,66,EXP_14,ALS,balance clamp and bottle,2,4
LE15,67,EXP_62,Control,rode the lamp for teasing,2,1
LE15,68,EXP_78,Control,unless escape can learn,2,1
LE15,69,EXP_17,Control,bush is chosen after,2,1
LE15,70,EXP_20,ALS,cheap control in paper,2,2
LE15,71,EXP_68,ALS,sinking rather tundra,2,3
LE15,72,EXP_30,Control,done with finest handle,2,1
LE15,73,EXP_37,Control,her owners arm the phone,2,1
LE15,74,EXP_27,ALS,define respect instead,2,1
LE15,75,EXP_49,ALS,mode campaign for budget,2,2
LE15,76,EXP_39,Control,increase a grade sedate,2,1
LE15,77,EXP_04,ALS,advance but sat appeal,2,4
LE15,78,EXP_26,ALS,darker painted baskets,2,1
LE15,79,EXP_80,ALS,vital seats with wonder,2,5
LE15,80,EXP_25,ALS,cool the jar in private,2,4
LE15,81,EXP_50,ALS,model sad and local,2,4
LE15,82,EXP_38,Control,hold a page of fortune,2,1
LE15,83,EXP_05,Control,afraid beneath demand,2,1
LE15,84,EXP_45,Control,mate denotes a judgement,2,1
LE15,85,EXP_47,ALS,measure fame with legal,2,2
LE16,6,EXP_23,ALS,connect the beer device,2,4
LE16,7,EXP_13,Control,award his drain away,2,3
LE16,8,EXP_48,ALS,mistake delight for heat,2,3
LE16,9,EXP_64,Control,rowing farther matters,2,1
LE16,10,EXP_40,Control,indeed a tax ascent,2,1
LE16,11,EXP_52,Control,or spent sincere aside,2,1
LE16,12,EXP_71,Control,submit his cash report,2,1
LE16,13,EXP_09,ALS,assume to catch control,2,5
LE16,14,EXP_18,Control,butcher in the middle,2,1
LE16,15,EXP_12,Control,avoid or beat command,2,1
LE16,16,EXP_03,ALS,admit the gear beyond,2,6
LE16,17,EXP_46,ALS,may the same pursued it,2,5
LE16,18,EXP_58,Control,rampant boasting captain,2,1
LE16,19,EXP_32,Control,for coke a great defeat,2,2
LE16,20,EXP_74,ALS,technique but sent result,2,6
LE16,21,EXP_79,ALS,unseen machines agree,2,4
LE16,22,EXP_19,ALS,career despite research,2,3
LE16,23,EXP_24,ALS,constant willing walker,2,3
LE16,24,EXP_57,Control,push her equal culture,2,1
LE16,25,EXP_67,Control,signal breakfast pilot,2,1
LE16,26,EXP_22,Control,confused but roared again,2,1
LE16,27,EXP_41,ALS,its harmful note abounds,2,5
LE16,28,EXP_59,Control,remove and name for stake,2,1
LE16,29,EXP_51,Control,narrow seated member,2,2
LE16,30,EXP_08,Control,appear to wait then turn,2,1
LE16,31,EXP_16,ALS,bolder ground from justice,2,4
LE16,32,EXP_73,ALS,target keeping season,2,5
LE16,33,EXP_65,Control,seat for locking runners,2,1
LE16,34,EXP_35,ALS,functions aim his acid,2,6
LE16,35,EXP_76,ALS,to sort but fear inside,2,5
LE16,36,EXP_61,ALS,rocking modern poster,2,4
LE16,37,EXP_28,Control,distant leaking basement,2,1
LE16,38,EXP_42,Control,kick a tad above them,2,1
LE16,39,EXP_31,Control,embark or take her sheet,2,1
LE16,40,EXP_02,Control,address her meeting time,2,1
LE16,41,EXP_72,ALS,support with dock and cheer,2,3
LE16,42,EXP_06,Control,amend estate approach,2,2
LE16,43,EXP_01,ALS,account for who could knock,2,3
LE16,44,EXP_53,Control,pain can follow agents,2,1
LE16,45,EXP_34,ALS,frame her seed to answer,2,6
LE16,46,EXP_63,Control,round and bad for carpet,2,1
LE16,47,EXP_15,Control,beside a sunken bat,2,1
LE16,48,EXP_44,ALS,mark a single ladder,2,6
LE16,49,EXP_07,ALS,and spoke behind her sin,2,5
LE16,50,EXP_69,ALS,spackle enter broken,2,4
LE16,51,EXP_75,Control,thinking for the hearing,2,1
LE16,52,EXP_33,ALS,forget the joke below,2,4
LE16,53,EXP_43,Control,listen final station,2,1
LE16,54,EXP_70,ALS,stable wrist and load it,2,4
LE16,55,EXP_36,ALS,had eaten junk and train,2,5
LE16,56,EXP_11,ALS,attend the trend success,2,4
LE16,57,EXP_10,Control,attack became concerned,2,1
LE16,58,EXP_77,Control,transcend almost betrayed,2,1
LE16,59,EXP_66,ALS,secure but lease apart,2,5
LE16,60,EXP_56,Control,pooling pill or cattle,2,1
LE16,61,EXP_60,ALS,resting older earring,2,2
LE16,62,EXP_29,ALS,divide across retreat,2,3
LE16,63,EXP_54,ALS,perceive sustained supplies,2,2
LE16,64,EXP_55,Control,pick a chain for action,2,1
LE16,65,EXP_21,Control,commit such used advice,2,1
LE16,66,EXP_14,ALS,balance clamp and bottle,2,4
LE16,67,EXP_62,Control,rode the lamp for teasing,2,1
LE16,68,EXP_78,Control,unless escape can learn,2,1
LE16,69,EXP_17,Control,bush is chosen after,2,1
LE16,70,EXP_20,ALS,cheap control in paper,2,4
LE16,71,EXP_68,ALS,sinking rather tundra,2,3
LE16,72,EXP_30,Control,done with finest handle,2,1
LE16,73,EXP_37,Control,her owners arm the phone,2,1
LE16,74,EXP_27,ALS,define respect instead,2,2
LE16,75,EXP_49,ALS,mode campaign for budget,2,2
LE16,76,EXP_39,Control,increase a grade sedate,2,1
LE16,77,EXP_04,ALS,advance but sat appeal,2,3
LE16,78,EXP_26,ALS,darker painted baskets,2,2
LE16,79,EXP_80,ALS,vital seats with wonder,2,2
LE16,80,EXP_25,ALS,cool the jar in private,2,4
LE16,81,EXP_50,ALS,model sad and local,2,6
LE16,82,EXP_38,Control,hold a page of fortune,2,2
LE16,83,EXP_05,Control,afraid beneath demand,2,1
LE16,84,EXP_45,Control,mate denotes a judgement,2,1
LE16,85,EXP_47,ALS,measure fame with legal,2,3
LE18,6,EXP_23,ALS,connect the beer device,2,4
LE18,7,EXP_13,Control,award his drain away,2,2
LE18,8,EXP_48,ALS,mistake delight for heat,2,4
LE18,9,EXP_64,Control,rowing farther matters,2,1
LE18,10,EXP_40,Control,indeed a tax ascent,2,3
LE18,11,EXP_52,Control,or spent sincere aside,2,-1
LE18,12,EXP_71,Control,submit his cash report,2,-1
LE18,13,EXP_09,ALS,assume to catch control,2,-1
LE18,14,EXP_18,Control,butcher in the middle,2,-1
LE18,15,EXP_12,Control,avoid or beat command,2,-1
LE18,16,EXP_03,ALS,admit the gear beyond,2,3
LE18,17,EXP_46,ALS,may the same pursued it,2,6
LE18,18,EXP_58,Control,rampant boasting captain,2,1
LE18,19,EXP_32,Control,for coke a great defeat,2,2
LE18,20,EXP_74,ALS,technique but sent result,2,7
LE18,21,EXP_79,ALS,unseen machines agree,2,6
LE18,22,EXP_19,ALS,career despite research,2,3
LE18,23,EXP_24,ALS,constant willing walker,2,2
LE18,24,EXP_57,Control,push her equal culture,2,2
LE18,25,EXP_67,Control,signal breakfast pilot,2,1
LE18,26,EXP_22,Control,confused but roared again,2,1
LE18,27,EXP_41,ALS,its harmful note abounds,2,5
LE18,28,EXP_59,Control,remove and name for stake,2,1
LE18,29,EXP_51,Control,narrow seated member,2,4
LE18,30,EXP_08,Control,appear to wait then turn,2,4
LE18,31,EXP_16,ALS,bolder ground from justice,2,6
LE18,32,EXP_73,ALS,target keeping season,2,6
LE18,33,EXP_65,Control,seat for locking runners,2,4
LE18,34,EXP_35,ALS,functions aim his acid,2,7
LE18,35,EXP_76,ALS,to sort but fear inside,2,6
LE18,36,EXP_61,ALS,rocking modern poster,2,5
LE18,37,EXP_28,Control,distant leaking basement,2,4
LE18,38,EXP_42,Control,kick a tad above them,2,3
LE18,39,EXP_31,Control,embark or take her sheet,2,1
LE18,40,EXP_02,Control,address her meeting time,2,1
LE18,41,EXP_72,ALS,support with dock and cheer,2,6
LE18,42,EXP_06,Control,amend estate approach,2,3
LE18,43,EXP_01,ALS,account for who could knock,2,5
LE18,44,EXP_53,Control,pain can follow agents,2,4
LE18,45,EXP_34,ALS,frame her seed to answer,2,5
LE18,46,EXP_63,Control,round and bad for carpet,2,1
LE18,47,EXP_15,Control,beside a sunken bat,2,2
LE18,48,EXP_44,ALS,mark a single ladder,2,5
LE18,49,EXP_07,ALS,and spoke behind her sin,2,5
LE18,50,EXP_69,ALS,spackle enter broken,2,7
LE18,51,EXP_75,Control,thinking for the hearing,2,1
LE18,52,EXP_33,ALS,forget the joke below,2,5
LE18,53,EXP_43,Control,listen final station,2,1
LE18,54,EXP_70,ALS,stable wrist and load it,2,7
LE18,55,EXP_36,ALS,had eaten junk and train,2,7
LE18,56,EXP_11,ALS,attend the trend success,2,6
LE18,57,EXP_10,Control,attack became concerned,2,1
LE18,58,EXP_77,Control,transcend almost betrayed,2,2
LE18,59,EXP_66,ALS,secure but lease apart,2,6
LE18,60,EXP_56,Control,pooling pill or cattle,2,4
LE18,61,EXP_60,ALS,resting older earring,2,3
LE18,62,EXP_29,ALS,divide across retreat,2,5
LE18,63,EXP_54,ALS,perceive sustained supplies,2,7
LE18,64,EXP_55,Control,pick a chain for action,2,1
LE18,65,EXP_21,Control,commit such used advice,2,2
LE18,66,EXP_14,ALS,balance clamp and bottle,2,6
LE18,67,EXP_62,Control,rode the lamp for teasing,2,4
LE18,68,EXP_78,Control,unless escape can learn,2,2
LE18,69,EXP_17,Control,bush is chosen after,2,3
LE18,70,EXP_20,ALS,cheap control in paper,2,4
LE18,71,EXP_68,ALS,sinking rather tundra,2,3
LE18,72,EXP_30,Control,done with finest handle,2,1
LE18,73,EXP_37,Control,her owners arm the phone,2,4
LE18,74,EXP_27,ALS,define respect instead,2,4
LE18,75,EXP_49,ALS,mode campaign for budget,2,3
LE18,76,EXP_39,Control,increase a grade sedate,2,5
LE18,77,EXP_04,ALS,advance but sat appeal,2,6
LE18,78,EXP_26,ALS,darker painted baskets,2,1
LE18,79,EXP_80,ALS,vital seats with wonder,2,5
LE18,80,EXP_25,ALS,cool the jar in private,2,6
LE18,81,EXP_50,ALS,model sad and local,2,5
LE18,82,EXP_38,Control,hold a page of fortune,2,6
LE18,83,EXP_05,Control,afraid beneath demand,2,3
LE18,84,EXP_45,Control,mate denotes a judgement,2,3
LE18,85,EXP_47,ALS,measure fame with legal,2,5
LE19,6,EXP_23,ALS,connect the beer device,2,3
LE19,7,EXP_13,Control,award his drain away,2,3
LE19,8,EXP_48,ALS,mistake delight for heat,2,4
LE19,9,EXP_64,Control,rowing farther matters,2,3
LE19,10,EXP_40,Control,indeed a tax ascent,2,2
LE19,11,EXP_52,Control,or spent sincere aside,2,4
LE19,12,EXP_71,Control,submit his cash report,2,5
LE19,13,EXP_09,ALS,assume to catch control,2,3
LE19,14,EXP_18,Control,butcher in the middle,2,1
LE19,15,EXP_12,Control,avoid or beat command,2,1
LE19,16,EXP_03,ALS,admit the gear beyond,2,4
LE19,17,EXP_46,ALS,may the same pursued it,2,5
LE19,18,EXP_58,Control,rampant boasting captain,2,1
LE19,19,EXP_32,Control,for coke a great defeat,2,2
LE19,20,EXP_74,ALS,technique but sent result,2,6
LE19,21,EXP_79,ALS,unseen machines agree,2,5
LE19,22,EXP_19,ALS,career despite research,2,3
LE19,23,EXP_24,ALS,constant willing walker,2,3
LE19,24,EXP_57,Control,push her equal culture,2,1
LE19,25,EXP_67,Control,signal breakfast pilot,2,1
LE19,26,EXP_22,Control,confused but roared again,2,1
LE19,27,EXP_41,ALS,its harmful note abounds,2,4
LE19,28,EXP_59,Control,remove and name for stake,2,1
LE19,29,EXP_51,Control,narrow seated member,2,1
LE19,30,EXP_08,Control,appear to wait then turn,2,1
LE19,31,EXP_16,ALS,bolder ground from justice,2,3
LE19,32,EXP_73,ALS,target keeping season,2,1
LE19,33,EXP_65,Control,seat for locking runners,2,1
LE19,34,EXP_35,ALS,functions aim his acid,2,2
LE19,35,EXP_76,ALS,to sort but fear inside,2,3
LE19,36,EXP_61,ALS,rocking modern poster,2,1
LE19,37,EXP_28,Control,distant leaking basement,2,1
LE19,38,EXP_42,Control,kick a tad above them,2,1
LE19,39,EXP_31,Control,embark or take her sheet,2,1
LE19,40,EXP_02,Control,address her meeting time,2,1
LE19,41,EXP_72,ALS,support with dock and cheer,2,2
LE19,42,EXP_06,Control,amend estate approach,2,1
LE19,43,EXP_01,ALS,account for who could knock,2,2
LE19,44,EXP_53,Control,pain can follow agents,2,1
LE19,45,EXP_34,ALS,frame her seed to answer,2,4
LE19,46,EXP_63,Control,round and bad for carpet,2,1
LE19,47,EXP_15,Control,beside a sunken bat,2,2
LE19,48,EXP_44,ALS,mark a single ladder,2,3
LE19,49,EXP_07,ALS,and spoke behind her sin,2,2
LE19,50,EXP_69,ALS,spackle enter broken,2,4
LE19,51,EXP_75,Control,thinking for the hearing,2,1
LE19,52,EXP_33,ALS,forget the joke below,2,3
LE19,53,EXP_43,Control,listen final station,2,1
LE19,54,EXP_70,ALS,stable wrist and load it,2,4
LE19,55,EXP_36,ALS,had eaten junk and train,2,5
LE19,56,EXP_11,ALS,attend the trend success,2,2
LE19,57,EXP_10,Control,attack became concerned,2,1
LE19,58,EXP_77,Control,transcend almost betrayed,2,1
LE19,59,EXP_66,ALS,secure but lease apart,2,3
LE19,60,EXP_56,Control,pooling pill or cattle,2,1
LE19,61,EXP_60,ALS,resting older earring,2,4
LE19,62,EXP_29,ALS,divide across retreat,2,4
LE19,63,EXP_54,ALS,perceive sustained supplies,2,3
LE19,64,EXP_55,Control,pick a chain for action,2,1
LE19,65,EXP_21,Control,commit such used advice,2,1
LE19,66,EXP_14,ALS,balance clamp and bottle,2,6
LE19,67,EXP_62,Control,rode the lamp for teasing,2,1
LE19,68,EXP_78,Control,unless escape can learn,2,1
LE19,69,EXP_17,Control,bush is chosen after,2,1
LE19,70,EXP_20,ALS,cheap control in paper,2,3
LE19,71,EXP_68,ALS,sinking rather tundra,2,5
LE19,72,EXP_30,Control,done with finest handle,2,1
LE19,73,EXP_37,Control,her owners arm the phone,2,1
LE19,74,EXP_27,ALS,define respect instead,2,1
LE19,75,EXP_49,ALS,mode campaign for budget,2,6
LE19,76,EXP_39,Control,increase a grade sedate,2,2
LE19,77,EXP_04,ALS,advance but sat appeal,2,2
LE19,78,EXP_26,ALS,darker painted baskets,2,2
LE19,79,EXP_80,ALS,vital seats with wonder,2,2
LE19,80,EXP_25,ALS,cool the jar in private,2,4
LE19,81,EXP_50,ALS,model sad and local,2,7
LE19,82,EXP_38,Control,hold a page of fortune,2,1
LE19,83,EXP_05,Control,afraid beneath demand,2,1
LE19,84,EXP_45,Control,mate denotes a judgement,2,2
LE19,85,EXP_47,ALS,measure fame with legal,2,3
LE20,6,EXP_23,ALS,connect the beer device,2,4
LE20,7,EXP_13,Control,award his drain away,2,4
LE20,8,EXP_48,ALS,mistake delight for heat,2,3
LE20,9,EXP_64,Control,rowing farther matters,2,2
LE20,10,EXP_40,Control,indeed a tax ascent,2,3
LE20,11,EXP_52,Control,or spent sincere aside,2,5
LE20,12,EXP_71,Control,submit his cash report,2,2
LE20,13,EXP_09,ALS,assume to catch control,2,5
LE20,14,EXP_18,Control,butcher in the middle,2,3
LE20,15,EXP_12,Control,avoid or beat command,2,1
LE20,16,EXP_03,ALS,admit the gear beyond,2,4
LE20,17,EXP_46,ALS,may the same pursued it,2,5
LE20,18,EXP_58,Control,rampant boasting captain,2,1
LE20,19,EXP_32,Control,for coke a great defeat,2,1
LE20,20,EXP_74,ALS,technique but sent result,2,5
LE20,21,EXP_79,ALS,unseen machines agree,2,6
LE20,22,EXP_19,ALS,career despite research,2,3
LE20,23,EXP_24,ALS,constant willing walker,2,3
LE20,24,EXP_57,Control,push her equal culture,2,2
LE20,25,EXP_67,Control,signal breakfast pilot,2,2
LE20,26,EXP_22,Control,confused but roared again,2,1
LE20,27,EXP_41,ALS,its harmful note abounds,2,6
LE20,28,EXP_59,Control,remove and name for stake,2,1
LE20,29,EXP_51,Control,narrow seated member,2,2
LE20,30,EXP_08,Control,appear to wait then turn,2,1
LE20,31,EXP_16,ALS,bolder ground from justice,2,4
LE20,32,EXP_73,ALS,target keeping season,2,4
LE20,33,EXP_65,Control,seat for locking runners,2,1
LE20,34,EXP_35,ALS,functions aim his acid,2,6
LE20,35,EXP_76,ALS,to sort but fear inside,2,5
LE20,36,EXP_61,ALS,rocking modern poster,2,4
LE20,37,EXP_28,Control,distant leaking basement,2,1
LE20,38,EXP_42,Control,kick a tad above them,2,2
LE20,39,EXP_31,Control,embark or take her sheet,2,1
LE20,40,EXP_02,Control,address her meeting time,2,1
LE20,41,EXP_72,ALS,support with dock and cheer,2,4
LE20,42,EXP_06,Control,amend estate approach,2,3
LE20,43,EXP_01,ALS,account for who could knock,2,4
LE20,44,EXP_53,Control,pain can follow agents,2,2
LE20,45,EXP_34,ALS,frame her seed to answer,2,5
LE20,46,EXP_63,Control,round and bad for carpet,2,1
LE20,47,EXP_15,Control,beside a sunken bat,2,1
LE20,48,EXP_44,ALS,mark a single ladder,2,3
LE20,49,EXP_07,ALS,and spoke behind her sin,2,4
LE20,50,EXP_69,ALS,spackle enter broken,2,5
LE20,51,EXP_75,Control,thinking for the hearing,2,1
LE20,52,EXP_33,ALS,forget the joke below,2,3
LE20,53,EXP_43,Control,listen final station,2,1
LE20,54,EXP_70,ALS,stable wrist and load it,2,3
LE20,55,EXP_36,ALS,had eaten junk and train,2,5
LE20,56,EXP_11,ALS,attend the trend success,2,4
LE20,57,EXP_10,Control,attack became concerned,2,1
LE20,58,EXP_77,Control,transcend almost betrayed,2,1
LE20,59,EXP_66,ALS,secure but lease apart,2,5
LE20,60,EXP_56,Control,pooling pill or cattle,2,2
LE20,61,EXP_60,ALS,resting older earring,2,3
LE20,62,EXP_29,ALS,divide across retreat,2,3
LE20,63,EXP_54,ALS,perceive sustained supplies,2,4
LE20,64,EXP_55,Control,pick a chain for action,2,2
LE20,65,EXP_21,Control,commit such used advice,2,2
LE20,66,EXP_14,ALS,balance clamp and bottle,2,5
LE20,67,EXP_62,Control,rode the lamp for teasing,2,2
LE20,68,EXP_78,Control,unless escape can learn,2,3
LE20,69,EXP_17,Control,bush is chosen after,2,3
LE20,70,EXP_20,ALS,cheap control in paper,2,4
LE20,71,EXP_68,ALS,sinking rather tundra,2,4
LE20,72,EXP_30,Control,done with finest handle,2,2
LE20,73,EXP_37,Control,her owners arm the phone,2,3
LE20,74,EXP_27,ALS,define respect instead,2,3
LE20,75,EXP_49,ALS,mode campaign for budget,2,4
LE20,76,EXP_39,Control,increase a grade sedate,2,2
LE20,77,EXP_04,ALS,advance but sat appeal,2,4
LE20,78,EXP_26,ALS,darker painted baskets,2,3
LE20,79,EXP_80,ALS,vital seats with wonder,2,4
LE20,80,EXP_25,ALS,cool the jar in private,2,4
LE20,81,EXP_50,ALS,model sad and local,2,5
LE20,82,EXP_38,Control,hold a page of fortune,2,1
LE20,83,EXP_05,Control,afraid beneath demand,2,2
LE20,84,EXP_45,Control,mate denotes a judgement,2,3
LE20,85,EXP_47,ALS,measure fame with legal,2,3
LE21,6,EXP_23,ALS,connect the beer device,2,7
LE21,7,EXP_13,Control,award his drain away,2,2
LE21,8,EXP_48,ALS,mistake delight for heat,2,5
LE21,9,EXP_64,Control,rowing farther matters,2,2
LE21,10,EXP_40,Control,indeed a tax ascent,2,2
LE21,11,EXP_52,Control,or spent sincere aside,2,3
LE21,12,EXP_71,Control,submit his cash report,2,1
LE21,13,EXP_09,ALS,assume to catch control,2,5
LE21,14,EXP_18,Control,butcher in the middle,2,4
LE21,15,EXP_12,Control,avoid or beat command,2,1
LE21,16,EXP_03,ALS,admit the gear beyond,2,5
LE21,17,EXP_46,ALS,may the same pursued it,2,6
LE21,18,EXP_58,Control,rampant boasting captain,2,1
LE21,19,EXP_32,Control,for coke a great defeat,2,1
LE21,20,EXP_74,ALS,technique but sent result,2,7
LE21,21,EXP_79,ALS,unseen machines agree,2,5
LE21,22,EXP_19,ALS,career despite research,2,3
LE21,23,EXP_24,ALS,constant willing walker,2,4
LE21,24,EXP_57,Control,push her equal culture,2,1
LE21,25,EXP_67,Control,signal breakfast pilot,2,1
LE21,26,EXP_22,Control,confused but roared again,2,1
LE21,27,EXP_41,ALS,its harmful note abounds,2,6
LE21,28,EXP_59,Control,remove and name for stake,2,2
LE21,29,EXP_51,Control,narrow seated member,2,4
LE21,30,EXP_08,Control,appear to wait then turn,2,1
LE21,31,EXP_16,ALS,bolder ground from justice,2,6
LE21,32,EXP_73,ALS,target keeping season,2,5
LE21,33,EXP_65,Control,seat for locking runners,2,2
LE21,34,EXP_35,ALS,functions aim his acid,2,6
LE21,35,EXP_76,ALS,to sort but fear inside,2,5
LE21,36,EXP_61,ALS,rocking modern poster,2,5
LE21,37,EXP_28,Control,distant leaking basement,2,1
LE21,38,EXP_42,Control,kick a tad above them,2,1
LE21,39,EXP_31,Control,embark or take her sheet,2,1
LE21,40,EXP_02,Control,address her meeting time,2,1
LE21,41,EXP_72,ALS,support with dock and cheer,2,5
LE21,42,EXP_06,Control,amend estate approach,2,2
LE21,43,EXP_01,ALS,account for who could knock,2,4
LE21,44,EXP_53,Control,pain can follow agents,2,1
LE21,45,EXP_34,ALS,frame her seed to answer,2,6
LE21,46,EXP_63,Control,round and bad for carpet,2,2
LE21,47,EXP_15,Control,beside a sunken bat,2,2
LE21,48,EXP_44,ALS,mark a single ladder,2,5
LE21,49,EXP_07,ALS,and spoke behind her sin,2,5
LE21,50,EXP_69,ALS,spackle enter broken,2,7
LE21,51,EXP_75,Control,thinking for the hearing,2,1
LE21,52,EXP_33,ALS,forget the joke below,2,5
LE21,53,EXP_43,Control,listen final station,2,2
LE21,54,EXP_70,ALS,stable wrist and load it,2,6
LE21,55,EXP_36,ALS,had eaten junk and train,2,7
LE21,56,EXP_11,ALS,attend the trend success,2,6
LE21,57,EXP_10,Control,attack became concerned,2,2
LE21,58,EXP_77,Control,transcend almost betrayed,2,2
LE21,59,EXP_66,ALS,secure but lease apart,2,5
LE21,60,EXP_56,Control,pooling pill or cattle,2,1
LE21,61,EXP_60,ALS,resting older earring,2,3
LE21,62,EXP_29,ALS,divide across retreat,2,4
LE21,63,EXP_54,ALS,perceive sustained supplies,2,4
LE21,64,EXP_55,Control,pick a chain for action,2,2
LE21,65,EXP_21,Control,commit such used advice,2,1
LE21,66,EXP_14,ALS,balance clamp and bottle,2,4
LE21,67,EXP_62,Control,rode the lamp for teasing,2,1
LE21,68,EXP_78,Control,unless escape can learn,2,2
LE21,69,EXP_17,Control,bush is chosen after,2,1
LE21,70,EXP_20,ALS,cheap control in paper,2,5
LE21,71,EXP_68,ALS,sinking rather tundra,2,6
LE21,72,EXP_30,Control,done with finest handle,2,1
LE21,73,EXP_37,Control,her owners arm the phone,2,2
LE21,74,EXP_27,ALS,define respect instead,2,6
LE21,75,EXP_49,ALS,mode campaign for budget,2,5
LE21,76,EXP_39,Control,increase a grade sedate,2,3
LE21,77,EXP_04,ALS,advance but sat appeal,2,4
LE21,78,EXP_26,ALS,darker painted baskets,2,3
LE21,79,EXP_80,ALS,vital seats with wonder,2,6
LE21,80,EXP_25,ALS,cool the jar in private,2,5
LE21,81,EXP_50,ALS,model sad and local,2,6
LE21,82,EXP_38,Control,hold a page of fortune,2,1
LE21,83,EXP_05,Control,afraid beneath demand,2,3
LE21,84,EXP_45,Control,mate denotes a judgement,2,1
LE21,85,EXP_47,ALS,measure fame with legal,2,5
LE22,6,EXP_10,ALS,attack became concerned,1,6
LE22,7,EXP_12,ALS,avoid or beat command,1,6
LE22,8,EXP_53,ALS,pain can follow agents,1,4
LE22,9,EXP_27,Control,define respect instead,1,1
LE22,10,EXP_32,ALS,for coke a great defeat,1,7
LE22,11,EXP_36,Control,had eaten junk and train,1,5
LE22,12,EXP_72,Control,support with dock and cheer,1,3
LE22,13,EXP_52,ALS,or spent sincere aside,1,7
LE22,14,EXP_80,Control,vital seats with wonder,1,1
LE22,15,EXP_26,Control,darker painted baskets,1,1
LE22,16,EXP_08,ALS,appear to wait then turn,1,4
LE22,17,EXP_15,ALS,beside a sunken bat,1,4
LE22,18,EXP_33,Control,forget the joke below,1,1
LE22,19,EXP_75,ALS,thinking for the hearing,1,3
LE22,20,EXP_58,ALS,rampant boasting captain,1,6
LE22,21,EXP_55,ALS,pick a chain for action,1,3
LE22,22,EXP_41,Control,its harmful note abounds,1,1
LE22,23,EXP_50,Control,model sad and local,1,3
LE22,24,EXP_16,Control,bolder ground from justice,1,1
LE22,25,EXP_65,ALS,seat for locking runners,1,7
LE22,26,EXP_06,ALS,amend estate approach,1,6
LE22,27,EXP_05,ALS,afraid beneath demand,1,3
LE22,28,EXP_14,Control,balance clamp and bottle,1,1
LE22,29,EXP_54,Control,perceive sustained supplies,1,1
LE22,30,EXP_79,Control,unseen machines agree,1,1
LE22,31,EXP_11,Control,attend the trend success,1,1
LE22,32,EXP_44,Control,mark a single ladder,1,1
LE22,33,EXP_77,ALS,transcend almost betrayed,1,6
LE22,34,EXP_40,ALS,indeed a tax ascent,1,5
LE22,35,EXP_19,Control,career despite research,1,1
LE22,36,EXP_29,Control,divide across retreat,1,1
LE22,37,EXP_60,Control,resting older earring,1,1
LE22,38,EXP_74,Control,technique but sent result,1,3
LE22,39,EXP_23,Control,connect the beer device,1,2
LE22,40,EXP_38,ALS,hold a page of fortune,1,4
LE22,41,EXP_64,ALS,rowing farther matters,1,5
LE22,42,EXP_51,ALS,narrow seated member,1,4
LE22,43,EXP_78,ALS,unless escape can learn,1,4
LE22,44,EXP_39,ALS,increase a grade sedate,1,7
LE22,45,EXP_73,Control,target keeping season,1,1
LE22,46,EXP_02,ALS,address her meeting time,1,2
LE22,47,EXP_17,ALS,bush is chosen after,1,6
LE22,48,EXP_28,ALS,distant leaking basement,1,4
LE22,49,EXP_07,Control,and spoke behind her sin,1,3
LE22,50,EXP_71,ALS,submit his cash report,1,3
LE22,51,EXP_30,ALS,done with finest handle,1,4
LE22,52,EXP_34,Control,frame her seed to answer,1,1
LE22,53,EXP_03,Control,admit the gear beyond,1,1
LE22,54,EXP_24,Control,constant willing walker,1,1
LE22,55,EXP_69,Control,sparkle enter broken,1,1
LE22,56,EXP_20,Control,cheap control in paper,1,1
LE22,57,EXP_59,ALS,remove and name for stake,1,7
LE22,58,EXP_35,Control,functions aim his acid,1,3
LE22,59,EXP_56,ALS,pooling pill or cattle,1,4
LE22,60,EXP_67,ALS,signal breakfast pilot,1,3
LE22,61,EXP_42,ALS,kick a tad above them,1,7
LE22,62,EXP_62,ALS,rode the lamp for teasing,1,6
LE22,63,EXP_49,Control,mode campaign for budget,1,2
LE22,64,EXP_43,ALS,listen final station,1,7
LE22,65,EXP_61,Control,rocking modern poster,1,1
LE22,66,EXP_66,Control,secure but lease apart,1,3
LE22,67,EXP_63,ALS,round and bad for carpet,1,5
LE22,68,EXP_37,ALS,her owners arm the phone,1,4
LE22,69,EXP_09,Control,assume to catch control,1,1
LE22,70,EXP_48,Control,mistake delight for heat,1,1
LE22,71,EXP_22,ALS,confused but roared again,1,5
LE22,72,EXP_68,Control,sinking rather tundra,1,2
LE22,73,EXP_45,ALS,mate denotes a judgement,1,5
LE22,74,EXP_13,ALS,award his drain away,1,7
LE22,75,EXP_01,Control,account for who could knock,1,1
LE22,76,EXP_25,Control,cool the jar in private,1,1
LE22,77,EXP_46,Control,may the same pursued it,1,3
LE22,78,EXP_31,ALS,embark or take her sheet,1,6
